;SIN_YEAR;SIN_WEEK;FIRST_DAY;CASES;IMPORTED
764;2015;36;2015-09-06;28;0
765;2015;37;2015-09-13;24;0
766;2015;38;2015-09-20;26;0
767;2015;39;2015-09-27;20;0
768;2015;40;2015-10-04;27;0
769;2015;41;2015-10-11;12;0
770;2015;42;2015-10-18;18;1
771;2015;43;2015-10-25;22;0
772;2015;44;2015-11-01;16;0
773;2015;45;2015-11-08;28;0
774;2015;46;2015-11-15;40;0
775;2015;47;2015-11-22;32;0
776;2015;48;2015-11-29;29;0
777;2015;49;2015-12-06;49;0
778;2015;50;2015-12-13;69;1
779;2015;51;2015-12-20;53;0
780;2015;52;2015-12-27;50;1
781;2016;1;2016-01-03;0;0
782;2016;2;2016-01-10;82;2
783;2016;3;2016-01-17;55;0
784;2016;4;2016-01-24;84;1
785;2016;5;2016-01-31;59;0
786;2016;6;2016-02-07;54;0
787;2016;7;2016-02-14;94;1
788;2016;8;2016-02-21;120;0
789;2016;9;2016-02-28;104;1
790;2016;10;2016-03-06;135;1
791;2016;11;2016-03-13;125;1
792;2016;12;2016-03-20;125;0
793;2016;13;2016-03-27;174;0
794;2016;14;2016-04-03;308;2
795;2016;15;2016-04-10;368;2
796;2016;16;2016-04-17;278;0
797;2016;17;2016-04-24;221;1
798;2016;18;2016-05-01;184;1
799;2016;19;2016-05-08;148;0
800;2016;20;2016-05-15;116;2
801;2016;21;2016-05-22;74;1
802;2016;22;2016-05-29;70;0
803;2016;23;2016-06-05;80;0
804;2016;24;2016-06-12;88;0
805;2016;25;2016-06-19;49;0
806;2016;26;2016-06-26;72;0
807;2016;27;2016-07-03;93;0
808;2016;28;2016-07-10;87;1
809;2016;29;2016-07-17;74;0
810;2016;30;2016-07-24;67;0
811;2016;31;2016-07-31;64;6
812;2016;32;2016-08-07;50;4
813;2016;33;2016-08-14;32;2
814;2016;34;2016-08-21;43;1
815;2016;35;2016-08-28;30;3
816;2016;36;2016-09-04;36;1
817;2016;37;2016-09-11;27;3
818;2016;38;2016-09-18;31;0
819;2016;39;2016-09-25;28;5
820;2016;40;2016-10-02;16;0
821;2016;41;2016-10-09;19;0
822;2016;42;2016-10-16;19;0
823;2016;43;2016-10-23;24;0
824;2016;44;2016-10-30;32;0
825;2016;45;2016-11-06;22;0
826;2016;46;2016-11-13;31;0
827;2016;47;2016-11-20;46;1
828;2016;48;2016-11-27;51;1
829;2016;49;2016-12-04;54;0
830;2016;50;2016-12-11;71;1
831;2016;51;2016-12-18;65;0
832;2016;52;2016-12-25;87;3
833;2017;1;2017-01-01;0;0
834;2017;2;2017-01-08;141;2
835;2017;3;2017-01-15;171;1
836;2017;4;2017-01-22;162;0
837;2017;5;2017-01-29;195;3
838;2017;6;2017-02-05;170;0
839;2017;7;2017-02-12;167;1
840;2017;8;2017-02-19;173;0
841;2017;9;2017-02-26;90;1
842;2017;10;2017-03-05;100;0
843;2017;11;2017-03-12;92;0
844;2017;12;2017-03-19;119;0
845;2017;13;2017-03-26;96;0
846;2017;14;2017-04-02;91;0
847;2017;15;2017-04-09;92;0
848;2017;16;2017-04-16;75;0
849;2017;17;2017-04-23;71;1
850;2017;18;2017-04-30;75;1
851;2017;19;2017-05-07;71;3
852;2017;20;2017-05-14;74;1
853;2017;21;2017-05-21;41;1
854;2017;22;2017-05-28;31;0
855;2017;23;2017-06-04;43;0
856;2017;24;2017-06-11;37;0
857;2017;25;2017-06-18;24;0
858;2017;26;2017-06-25;21;0
859;2017;27;2017-07-02;16;0
860;2017;28;2017-07-09;26;0
861;2017;29;2017-07-16;25;1
862;2017;30;2017-07-23;27;0
863;2017;31;2017-07-30;22;0
864;2017;32;2017-08-06;28;0
865;2017;33;2017-08-13;20;0
866;2017;34;2017-08-20;21;0
867;2017;35;2017-08-27;29;1
868;2017;36;2017-09-03;23;0
869;2017;37;2017-09-10;23;0
870;2017;38;2017-09-17;24;0
871;2017;39;2017-09-24;39;0
872;2017;40;2017-10-01;22;0
873;2017;41;2017-10-08;44;0
874;2017;42;2017-10-15;42;0
875;2017;43;2017-10-22;47;0
876;2017;44;2017-10-29;40;1
877;2017;45;2017-11-05;25;0
878;2017;46;2017-11-12;36;1
879;2017;47;2017-11-19;36;0
880;2017;48;2017-11-26;38;1
881;2017;49;2017-12-03;27;1
882;2017;50;2017-12-10;43;0
883;2017;51;2017-12-17;44;2
884;2017;52;2017-12-24;30;8
885;2018;1;2018-01-07;0;0
886;2018;2;2018-01-14;63;4
887;2018;3;2018-01-21;74;5
888;2018;4;2018-01-28;94;0
889;2018;5;2018-02-04;73;1
890;2018;6;2018-02-11;85;6
891;2018;7;2018-02-18;57;4
892;2018;8;2018-02-25;58;1
893;2018;9;2018-03-04;85;1
894;2018;10;2018-03-11;86;9
895;2018;11;2018-03-18;140;8
896;2018;12;2018-03-25;131;14
897;2018;13;2018-04-01;149;13
898;2018;14;2018-04-08;184;13
899;2018;15;2018-04-15;225;6
900;2018;16;2018-04-22;215;3
901;2018;17;2018-04-29;197;3
902;2018;18;2018-05-06;196;14
903;2018;19;2018-05-13;226;16
904;2018;20;2018-05-20;238;18
905;2018;21;2018-05-27;227;16
906;2018;22;2018-06-03;134;3
907;2018;23;2018-06-10;140;2
908;2018;24;2018-06-17;132;7
909;2018;25;2018-06-24;127;5
910;2018;26;2018-07-01;107;5
911;2018;27;2018-07-08;127;7
912;2018;28;2018-07-15;154;15
913;2018;29;2018-07-22;104;12
914;2018;30;2018-07-29;101;16
915;2018;31;2018-08-05;87;5
916;2018;32;2018-08-12;55;8
917;2018;33;2018-08-19;79;7
918;2018;34;2018-08-26;51;5
919;2018;35;2018-09-02;44;2
920;2018;36;2018-09-09;40;1
921;2018;37;2018-09-16;37;2
922;2018;38;2018-09-23;37;1
923;2018;39;2018-09-30;43;1
924;2018;40;2018-10-07;30;0
925;2018;41;2018-10-14;50;4
926;2018;42;2018-10-21;31;1
927;2018;43;2018-10-28;47;0
928;2018;44;2018-11-04;48;4
929;2018;45;2018-11-11;38;0
930;2018;46;2018-11-18;52;0
931;2018;47;2018-11-25;50;1
932;2018;48;2018-12-02;44;1
933;2018;49;2018-12-09;72;2
934;2018;50;2018-12-16;90;4
935;2018;51;2018-12-23;88;6
936;2018;52;2018-12-30;68;0
937;2019;1;2019-01-06;0;0
938;2019;2;2019-01-13;150;2
939;2019;3;2019-01-20;127;5
940;2019;4;2019-01-27;151;9
941;2019;5;2019-02-03;144;4
942;2019;6;2019-02-10;124;6
943;2019;7;2019-02-17;114;4
944;2019;8;2019-02-24;129;2
945;2019;9;2019-03-03;126;6
946;2019;10;2019-03-10;103;3
947;2019;11;2019-03-17;156;5
948;2019;12;2019-03-24;277;5
949;2019;13;2019-03-31;373;16
950;2019;14;2019-04-07;536;8
951;2019;15;2019-04-14;782;9
952;2019;16;2019-04-21;887;15
953;2019;17;2019-04-28;922;8
954;2019;18;2019-05-05;1073;16
955;2019;19;2019-05-12;1195;16
956;2019;20;2019-05-19;1371;15
957;2019;21;2019-05-26;1176;22
958;2019;22;2019-06-02;1129;12
959;2019;23;2019-06-09;896;9
960;2019;24;2019-06-16;715;11
961;2019;25;2019-06-23;544;4
962;2019;26;2019-06-30;404;1
963;2019;27;2019-07-07;364;5
964;2019;28;2019-07-14;342;2
965;2019;29;2019-07-21;203;2
966;2019;30;2019-07-28;158;1
967;2019;31;2019-08-04;105;1
968;2019;32;2019-08-11;116;3
969;2019;33;2019-08-18;100;2
970;2019;34;2019-08-25;90;3
971;2019;35;2019-09-01;50;2
972;2019;36;2019-09-08;49;2
973;2019;37;2019-09-15;40;0
974;2019;38;2019-09-22;45;0
975;2019;39;2019-09-29;51;0
976;2019;40;2019-10-06;33;0
977;2019;41;2019-10-13;56;6
978;2019;42;2019-10-20;50;1
979;2019;43;2019-10-27;51;0
980;2019;44;2019-11-03;49;4
981;2019;45;2019-11-10;29;3
982;2019;46;2019-11-17;49;3
983;2019;47;2019-11-24;39;0
984;2019;48;2019-12-01;37;1
985;2019;49;2019-12-08;42;0
986;2019;50;2019-12-15;32;0
987;2019;51;2019-12-22;46;3
988;2019;52;2019-12-29;37;2
989;2020;1;2020-01-05;0;0
990;2020;2;2020-01-12;58;3
991;2020;3;2020-01-19;72;2
992;2020;4;2020-01-26;65;1
993;2020;5;2020-02-02;50;0
994;2020;6;2020-02-09;55;4
995;2020;7;2020-02-16;41;0
996;2020;8;2020-02-23;51;0
997;2020;9;2020-03-01;44;0
998;2020;10;2020-03-08;39;2
999;2020;11;2020-03-15;48;0
1000;2020;12;2020-03-22;39;1
1001;2020;13;2020-03-29;21;1
1002;2020;14;2020-04-05;28;1
1003;2020;15;2020-04-12;27;0
1004;2020;16;2020-04-19;14;0
1005;2020;17;2020-04-26;20;1
1006;2020;18;2020-05-03;17;0
1007;2020;19;2020-05-10;16;0
1008;2020;20;2020-05-17;18;2
1009;2020;21;2020-05-24;7;0
1010;2020;22;2020-05-31;6;0
1011;2020;23;2020-06-07;5;2
1012;2020;24;2020-06-14;5;0
1013;2020;25;2020-06-21;8;0
1014;2020;26;2020-06-28;7;0
1015;2020;27;2020-07-05;7;0
1016;2020;28;2020-07-12;7;0
1017;2020;29;2020-07-19;9;0
1018;2020;30;2020-07-26;9;0
1019;2020;31;2020-08-02;9;0
1020;2020;32;2020-08-09;6;0
1021;2020;33;2020-08-16;8;0
1022;2020;34;2020-08-23;8;0
1023;2020;35;2020-08-30;4;1
1024;2020;36;2020-09-06;6;0
1025;2020;37;2020-09-13;3;0
1026;2020;38;2020-09-20;4;0
1027;2020;39;2020-09-27;6;1
1028;2020;40;2020-10-04;7;0
1029;2020;41;2020-10-11;3;0
1030;2020;42;2020-10-18;8;0
1031;2020;43;2020-10-25;4;0
1032;2020;44;2020-11-01;14;0
1033;2020;45;2020-11-08;4;0
1034;2020;46;2020-11-15;5;0
1035;2020;47;2020-11-22;7;0
1036;2020;48;2020-11-29;5;1
1037;2020;49;2020-12-06;8;2
1038;2020;50;2020-12-13;9;1
1039;2020;51;2020-12-20;4;0
1040;2020;52;2020-12-27;4;0
1041;2021;1;2021-01-03;0;0
1042;2021;2;2021-01-10;5;0
1043;2021;3;2021-01-17;6;0
1044;2021;4;2021-01-24;5;0
1045;2021;5;2021-01-31;20;0
1046;2021;6;2021-02-07;17;0
1047;2021;7;2021-02-14;12;0
1048;2021;8;2021-02-21;11;0
1049;2021;9;2021-02-28;21;0
1050;2021;10;2021-03-07;13;0
1051;2021;11;2021-03-14;20;0
1052;2021;12;2021-03-21;29;0
1053;2021;13;2021-03-28;28;0
1054;2021;14;2021-04-04;34;0
1055;2021;15;2021-04-11;43;0
1056;2021;16;2021-04-18;43;0
1057;2021;17;2021-04-25;21;0
1058;2021;18;2021-05-02;34;0
1059;2021;19;2021-05-09;19;0
1060;2021;20;2021-05-16;28;0
1061;2021;21;2021-05-23;45;0
1062;2021;22;2021-05-30;36;0
1063;2021;23;2021-06-06;33;0
1064;2021;24;2021-06-13;26;0
1065;2021;25;2021-06-20;23;0
1066;2021;26;2021-06-27;15;0
1067;2021;27;2021-07-04;25;0
1068;2021;28;2021-07-11;21;0
1069;2021;29;2021-07-18;15;0
1070;2021;30;2021-07-25;15;0
1071;2021;31;2021-08-01;6;0
1072;2021;32;2021-08-08;8;0
1073;2021;33;2021-08-15;7;0
1074;2021;34;2021-08-22;8;0
1075;2021;35;2021-08-29;12;0
1076;2021;36;2021-09-05;11;0
1077;2021;37;2021-09-12;8;0
1078;2021;38;2021-09-19;6;0
1079;2021;39;2021-09-26;3;0
1080;2021;40;2021-10-03;6;0
1081;2021;41;2021-10-10;4;0
1082;2021;42;2021-10-17;6;0
1083;2021;43;2021-10-24;5;0
1084;2021;44;2021-10-31;2;0
1085;2021;45;2021-11-07;4;0
1086;2021;46;2021-11-14;3;0
1087;2021;47;2021-11-21;15;0
1088;2021;48;2021-11-28;13;0
1089;2021;49;2021-12-05;17;0
1090;2021;50;2021-12-12;15;0
1091;2021;51;2021-12-19;5;0
1092;2021;52;2021-12-26;3;0
