;SIN_YEAR;SIN_WEEK;FIRST_DAY;CASES;IMPORTED
241;2004;34;2004-08-22;0;0
242;2004;35;2004-08-29;0;0
243;2004;36;2004-09-05;0;0
244;2004;37;2004-09-12;0;0
245;2004;38;2004-09-19;0;0
246;2004;39;2004-09-26;0;0
247;2004;40;2004-10-03;0;0
248;2004;41;2004-10-10;0;0
249;2004;42;2004-10-17;0;0
250;2004;43;2004-10-24;0;0
251;2004;44;2004-10-31;0;0
252;2004;45;2004-11-07;0;0
253;2004;46;2004-11-14;0;0
254;2004;47;2004-11-21;0;0
255;2004;48;2004-11-28;0;0
256;2004;49;2004-12-05;1;0
257;2004;50;2004-12-12;0;0
258;2004;51;2004-12-19;0;0
259;2004;52;2004-12-26;0;0
260;2005;1;2005-01-02;0;0
261;2005;2;2005-01-09;0;0
262;2005;3;2005-01-16;0;0
263;2005;4;2005-01-23;0;0
264;2005;5;2005-01-30;0;0
265;2005;6;2005-02-06;0;0
266;2005;7;2005-02-13;0;0
267;2005;8;2005-02-20;0;0
268;2005;9;2005-02-27;0;0
269;2005;10;2005-03-06;0;0
270;2005;11;2005-03-13;0;0
271;2005;12;2005-03-20;0;0
272;2005;13;2005-03-27;0;0
273;2005;14;2005-04-03;0;0
274;2005;15;2005-04-10;0;0
275;2005;16;2005-04-17;0;0
276;2005;17;2005-04-24;0;0
277;2005;18;2005-05-01;0;0
278;2005;19;2005-05-08;0;0
279;2005;20;2005-05-15;0;0
280;2005;21;2005-05-22;0;0
281;2005;22;2005-05-29;0;0
282;2005;23;2005-06-05;0;0
283;2005;24;2005-06-12;0;0
284;2005;25;2005-06-19;0;0
285;2005;26;2005-06-26;0;0
286;2005;27;2005-07-03;0;0
287;2005;28;2005-07-10;0;0
288;2005;29;2005-07-17;0;0
289;2005;30;2005-07-24;0;0
290;2005;31;2005-07-31;0;0
291;2005;32;2005-08-07;0;0
292;2005;33;2005-08-14;0;0
293;2005;34;2005-08-21;0;0
294;2005;35;2005-08-28;0;0
295;2005;36;2005-09-04;0;0
296;2005;37;2005-09-11;0;0
297;2005;38;2005-09-18;0;0
298;2005;39;2005-09-25;0;0
299;2005;40;2005-10-02;0;0
300;2005;41;2005-10-09;0;0
301;2005;42;2005-10-16;0;0
302;2005;43;2005-10-23;0;0
303;2005;44;2005-10-30;0;0
304;2005;45;2005-11-06;0;0
305;2005;46;2005-11-13;0;0
306;2005;47;2005-11-20;0;0
307;2005;48;2005-11-27;0;0
308;2005;49;2005-12-04;0;0
309;2005;50;2005-12-11;0;0
310;2005;51;2005-12-18;0;0
311;2005;52;2005-12-25;0;0
312;2006;1;2006-01-01;0;0
313;2006;2;2006-01-08;0;0
314;2006;3;2006-01-15;0;0
315;2006;4;2006-01-22;0;0
316;2006;5;2006-01-29;0;0
317;2006;6;2006-02-05;0;0
318;2006;7;2006-02-12;1;0
319;2006;8;2006-02-19;0;0
320;2006;9;2006-02-26;0;0
321;2006;10;2006-03-05;0;0
322;2006;11;2006-03-12;0;0
323;2006;12;2006-03-19;0;0
324;2006;13;2006-03-26;0;0
325;2006;14;2006-04-02;0;0
326;2006;15;2006-04-09;0;0
327;2006;16;2006-04-16;0;0
328;2006;17;2006-04-23;0;0
329;2006;18;2006-04-30;0;0
330;2006;19;2006-05-07;0;0
331;2006;20;2006-05-14;0;0
332;2006;21;2006-05-21;0;0
333;2006;22;2006-05-28;0;0
334;2006;23;2006-06-04;0;0
335;2006;24;2006-06-11;0;0
336;2006;25;2006-06-18;0;0
337;2006;26;2006-06-25;0;0
338;2006;27;2006-07-02;0;0
339;2006;28;2006-07-09;0;0
340;2006;29;2006-07-16;0;0
341;2006;30;2006-07-23;0;0
342;2006;31;2006-07-30;0;0
343;2006;32;2006-08-06;0;0
344;2006;33;2006-08-13;0;0
345;2006;34;2006-08-20;0;0
346;2006;35;2006-08-27;0;0
347;2006;36;2006-09-03;0;0
348;2006;37;2006-09-10;1;0
349;2006;38;2006-09-17;0;0
350;2006;39;2006-09-24;0;0
351;2006;40;2006-10-01;0;0
352;2006;41;2006-10-08;0;0
353;2006;42;2006-10-15;0;0
354;2006;43;2006-10-22;0;0
355;2006;44;2006-10-29;0;0
356;2006;45;2006-11-05;0;0
357;2006;46;2006-11-12;0;0
358;2006;47;2006-11-19;0;0
359;2006;48;2006-11-26;0;0
360;2006;49;2006-12-03;0;0
361;2006;50;2006-12-10;2;1
362;2006;51;2006-12-17;1;1
363;2006;52;2006-12-24;3;2
364;2007;1;2007-01-07;0;0
365;2007;2;2007-01-14;23;21
366;2007;3;2007-01-21;28;26
367;2007;4;2007-01-28;15;10
368;2007;5;2007-02-04;24;23
369;2007;6;2007-02-11;32;23
370;2007;7;2007-02-18;25;20
371;2007;8;2007-02-25;27;19
372;2007;9;2007-03-04;57;43
373;2007;10;2007-03-11;89;58
374;2007;11;2007-03-18;107;44
375;2007;12;2007-03-25;163;61
376;2007;13;2007-04-01;248;50
377;2007;14;2007-04-08;250;47
378;2007;15;2007-04-15;361;69
379;2007;16;2007-04-22;379;111
380;2007;17;2007-04-29;451;95
381;2007;18;2007-05-06;408;85
382;2007;19;2007-05-13;372;73
383;2007;20;2007-05-20;287;69
384;2007;21;2007-05-27;158;39
385;2007;22;2007-06-03;102;19
386;2007;23;2007-06-10;59;11
387;2007;24;2007-06-17;30;8
388;2007;25;2007-06-24;23;8
389;2007;26;2007-07-01;18;5
390;2007;27;2007-07-08;10;3
391;2007;28;2007-07-15;5;3
392;2007;29;2007-07-22;21;15
393;2007;30;2007-07-29;16;14
394;2007;31;2007-08-05;6;2
395;2007;32;2007-08-12;6;5
396;2007;33;2007-08-19;3;2
397;2007;34;2007-08-26;6;3
398;2007;35;2007-09-02;1;0
399;2007;36;2007-09-09;3;0
400;2007;37;2007-09-16;1;1
401;2007;38;2007-09-23;4;2
402;2007;39;2007-09-30;3;2
403;2007;40;2007-10-07;3;2
404;2007;41;2007-10-14;1;0
405;2007;42;2007-10-21;4;2
406;2007;43;2007-10-28;2;1
407;2007;44;2007-11-04;2;1
408;2007;45;2007-11-11;3;1
409;2007;46;2007-11-18;3;2
410;2007;47;2007-11-25;10;3
411;2007;48;2007-12-02;18;2
412;2007;49;2007-12-09;17;2
413;2007;50;2007-12-16;15;2
414;2007;51;2007-12-23;18;6
415;2007;52;2007-12-30;12;5
416;2008;1;2008-01-06;0;0
417;2008;2;2008-01-13;29;25
418;2008;3;2008-01-20;17;14
419;2008;4;2008-01-27;21;16
420;2008;5;2008-02-03;31;18
421;2008;6;2008-02-10;23;17
422;2008;7;2008-02-17;27;20
423;2008;8;2008-02-24;20;13
424;2008;9;2008-03-02;26;11
425;2008;10;2008-03-09;27;5
426;2008;11;2008-03-16;16;13
427;2008;12;2008-03-23;17;6
428;2008;13;2008-03-30;40;14
429;2008;14;2008-04-06;42;24
430;2008;15;2008-04-13;55;20
431;2008;16;2008-04-20;38;18
432;2008;17;2008-04-27;39;17
433;2008;18;2008-05-04;33;17
434;2008;19;2008-05-11;27;17
435;2008;20;2008-05-18;14;8
436;2008;21;2008-05-25;18;13
437;2008;22;2008-06-01;10;6
438;2008;23;2008-06-08;8;7
439;2008;24;2008-06-15;4;3
440;2008;25;2008-06-22;4;3
441;2008;26;2008-06-29;4;3
442;2008;27;2008-07-06;2;2
443;2008;28;2008-07-13;5;4
444;2008;29;2008-07-20;5;5
445;2008;30;2008-07-27;7;7
446;2008;31;2008-08-03;6;4
447;2008;32;2008-08-10;1;1
448;2008;33;2008-08-17;3;3
449;2008;34;2008-08-24;3;2
450;2008;35;2008-08-31;0;0
451;2008;36;2008-09-07;1;1
452;2008;37;2008-09-14;0;0
453;2008;38;2008-09-21;0;0
454;2008;39;2008-09-28;0;0
455;2008;40;2008-10-05;0;0
456;2008;41;2008-10-12;0;0
457;2008;42;2008-10-19;1;0
458;2008;43;2008-10-26;0;0
459;2008;44;2008-11-02;1;1
460;2008;45;2008-11-09;0;0
461;2008;46;2008-11-16;1;1
462;2008;47;2008-11-23;0;0
463;2008;48;2008-11-30;0;0
464;2008;49;2008-12-07;0;0
465;2008;50;2008-12-14;1;1
466;2008;51;2008-12-21;0;0
467;2008;52;2008-12-28;1;0
468;2009;1;2009-01-04;0;0
469;2009;2;2009-01-11;18;15
470;2009;3;2009-01-18;14;12
471;2009;4;2009-01-25;15;14
472;2009;5;2009-02-01;25;19
473;2009;6;2009-02-08;24;21
474;2009;7;2009-02-15;13;8
475;2009;8;2009-02-22;16;14
476;2009;9;2009-03-01;21;12
477;2009;10;2009-03-08;28;13
478;2009;11;2009-03-15;40;12
479;2009;12;2009-03-22;36;10
480;2009;13;2009-03-29;44;13
481;2009;14;2009-04-05;42;11
482;2009;15;2009-04-12;61;12
483;2009;16;2009-04-19;56;15
484;2009;17;2009-04-26;39;8
485;2009;18;2009-05-03;16;4
486;2009;19;2009-05-10;27;9
487;2009;20;2009-05-17;14;2
488;2009;21;2009-05-24;16;6
489;2009;22;2009-05-31;14;5
490;2009;23;2009-06-07;6;0
491;2009;24;2009-06-14;4;2
492;2009;25;2009-06-21;3;2
493;2009;26;2009-06-28;1;1
494;2009;27;2009-07-05;3;3
495;2009;28;2009-07-12;3;3
496;2009;29;2009-07-19;1;0
497;2009;30;2009-07-26;3;3
498;2009;31;2009-08-02;4;4
499;2009;32;2009-08-09;1;1
500;2009;33;2009-08-16;1;1
501;2009;34;2009-08-23;0;0
502;2009;35;2009-08-30;0;0
503;2009;36;2009-09-06;1;1
504;2009;37;2009-09-13;0;0
505;2009;38;2009-09-20;0;0
506;2009;39;2009-09-27;0;0
507;2009;40;2009-10-04;0;0
508;2009;41;2009-10-11;0;0
509;2009;42;2009-10-18;0;0
510;2009;43;2009-10-25;0;0
511;2009;44;2009-11-01;1;0
512;2009;45;2009-11-08;0;0
513;2009;46;2009-11-15;1;1
514;2009;47;2009-11-22;1;1
515;2009;48;2009-11-29;1;1
516;2009;49;2009-12-06;1;1
517;2009;50;2009-12-13;4;3
518;2009;51;2009-12-20;3;2
519;2009;52;2009-12-27;3;2
520;2010;1;2010-01-03;0;0
521;2010;2;2010-01-10;40;36
522;2010;3;2010-01-17;36;30
523;2010;4;2010-01-24;38;27
524;2010;5;2010-01-31;62;40
525;2010;6;2010-02-07;87;52
526;2010;7;2010-02-14;101;53
527;2010;8;2010-02-21;260;150
528;2010;9;2010-02-28;382;211
529;2010;10;2010-03-07;392;124
530;2010;11;2010-03-14;322;74
531;2010;12;2010-03-21;544;101
532;2010;13;2010-03-28;705;167
533;2010;14;2010-04-04;811;156
534;2010;15;2010-04-11;956;233
535;2010;16;2010-04-18;555;139
536;2010;17;2010-04-25;567;101
537;2010;18;2010-05-02;729;103
538;2010;19;2010-05-09;619;80
539;2010;20;2010-05-16;415;74
540;2010;21;2010-05-23;213;31
541;2010;22;2010-05-30;133;20
542;2010;23;2010-06-06;120;28
543;2010;24;2010-06-13;71;16
544;2010;25;2010-06-20;40;10
545;2010;26;2010-06-27;26;9
546;2010;27;2010-07-04;37;22
547;2010;28;2010-07-11;34;20
548;2010;29;2010-07-18;24;13
549;2010;30;2010-07-25;34;24
550;2010;31;2010-08-01;25;17
551;2010;32;2010-08-08;8;3
552;2010;33;2010-08-15;14;7
553;2010;34;2010-08-22;9;6
554;2010;35;2010-08-29;5;3
555;2010;36;2010-09-05;8;5
556;2010;37;2010-09-12;7;5
557;2010;38;2010-09-19;3;1
558;2010;39;2010-09-26;6;1
559;2010;40;2010-10-03;2;0
560;2010;41;2010-10-10;2;2
561;2010;42;2010-10-17;5;2
562;2010;43;2010-10-24;4;2
563;2010;44;2010-10-31;7;6
564;2010;45;2010-11-07;3;3
565;2010;46;2010-11-14;7;3
566;2010;47;2010-11-21;5;3
567;2010;48;2010-11-28;8;3
568;2010;49;2010-12-05;9;3
569;2010;50;2010-12-12;10;6
570;2010;51;2010-12-19;9;6
571;2010;52;2010-12-26;9;5
572;2011;1;2011-01-02;0;0
573;2011;2;2011-01-09;39;33
574;2011;3;2011-01-16;53;37
575;2011;4;2011-01-23;56;42
576;2011;5;2011-01-30;63;46
577;2011;6;2011-02-06;109;59
578;2011;7;2011-02-13;108;46
579;2011;8;2011-02-20;136;57
580;2011;9;2011-02-27;180;49
581;2011;10;2011-03-06;223;29
582;2011;11;2011-03-13;176;45
583;2011;12;2011-03-20;272;54
584;2011;13;2011-03-27;346;53
585;2011;14;2011-04-03;390;62
586;2011;15;2011-04-10;452;46
587;2011;16;2011-04-17;483;57
588;2011;17;2011-04-24;555;56
589;2011;18;2011-05-01;627;107
590;2011;19;2011-05-08;452;76
591;2011;20;2011-05-15;315;31
592;2011;21;2011-05-22;241;36
593;2011;22;2011-05-29;132;15
594;2011;23;2011-06-05;94;16
595;2011;24;2011-06-12;39;9
596;2011;25;2011-06-19;21;9
597;2011;26;2011-06-26;22;7
598;2011;27;2011-07-03;32;13
599;2011;28;2011-07-10;15;10
600;2011;29;2011-07-17;14;9
601;2011;30;2011-07-24;21;13
602;2011;31;2011-07-31;12;8
603;2011;32;2011-08-07;6;1
604;2011;33;2011-08-14;9;4
605;2011;34;2011-08-21;8;2
606;2011;35;2011-08-28;4;1
607;2011;36;2011-09-04;7;2
608;2011;37;2011-09-11;6;3
609;2011;38;2011-09-18;12;2
610;2011;39;2011-09-25;5;2
611;2011;40;2011-10-02;10;3
612;2011;41;2011-10-09;5;2
613;2011;42;2011-10-16;9;3
614;2011;43;2011-10-23;4;1
615;2011;44;2011-10-30;7;2
616;2011;45;2011-11-06;1;0
617;2011;46;2011-11-13;7;2
618;2011;47;2011-11-20;8;4
619;2011;48;2011-11-27;7;3
620;2011;49;2011-12-04;4;1
621;2011;50;2011-12-11;8;1
622;2011;51;2011-12-18;11;4
623;2011;52;2011-12-25;4;2
624;2012;1;2012-01-01;0;0
625;2012;2;2012-01-08;31;21
626;2012;3;2012-01-15;48;41
627;2012;4;2012-01-22;42;33
628;2012;5;2012-01-29;39;28
629;2012;6;2012-02-05;40;28
630;2012;7;2012-02-12;30;19
631;2012;8;2012-02-19;36;18
632;2012;9;2012-02-26;43;15
633;2012;10;2012-03-04;49;31
634;2012;11;2012-03-11;63;20
635;2012;12;2012-03-18;86;16
636;2012;13;2012-03-25;76;13
637;2012;14;2012-04-01;99;15
638;2012;15;2012-04-08;107;19
639;2012;16;2012-04-15;144;27
640;2012;17;2012-04-22;160;26
641;2012;18;2012-04-29;161;19
642;2012;19;2012-05-06;110;12
643;2012;20;2012-05-13;70;17
644;2012;21;2012-05-20;47;5
645;2012;22;2012-05-27;45;13
646;2012;23;2012-06-03;28;5
647;2012;24;2012-06-10;20;4
648;2012;25;2012-06-17;19;8
649;2012;26;2012-06-24;21;9
650;2012;27;2012-07-01;25;19
651;2012;28;2012-07-08;8;3
652;2012;29;2012-07-15;11;6
653;2012;30;2012-07-22;14;7
654;2012;31;2012-07-29;9;4
655;2012;32;2012-08-05;9;5
656;2012;33;2012-08-12;6;3
657;2012;34;2012-08-19;4;2
658;2012;35;2012-08-26;4;1
659;2012;36;2012-09-02;3;3
660;2012;37;2012-09-09;2;0
661;2012;38;2012-09-16;6;5
662;2012;39;2012-09-23;8;5
663;2012;40;2012-09-30;5;3
664;2012;41;2012-10-07;4;1
665;2012;42;2012-10-14;4;0
666;2012;43;2012-10-21;8;2
667;2012;44;2012-10-28;8;2
668;2012;45;2012-11-04;4;0
669;2012;46;2012-11-11;6;1
670;2012;47;2012-11-18;5;0
671;2012;48;2012-11-25;5;2
672;2012;49;2012-12-02;9;4
673;2012;50;2012-12-09;10;3
674;2012;51;2012-12-16;7;2
675;2012;52;2012-12-23;8;4
676;2012;53;2012-12-30;5;3
677;2013;1;2013-01-06;0;0
678;2013;2;2013-01-13;64;52
679;2013;3;2013-01-20;79;61
680;2013;4;2013-01-27;77;65
681;2013;5;2013-02-03;72;51
682;2013;6;2013-02-10;92;65
683;2013;7;2013-02-17;70;37
684;2013;8;2013-02-24;85;51
685;2013;9;2013-03-03;156;88
686;2013;10;2013-03-10;211;88
687;2013;11;2013-03-17;230;79
688;2013;12;2013-03-24;333;89
689;2013;13;2013-03-31;392;124
690;2013;14;2013-04-07;298;79
691;2013;15;2013-04-14;397;136
692;2013;16;2013-04-21;456;102
693;2013;17;2013-04-28;404;87
694;2013;18;2013-05-05;251;52
695;2013;19;2013-05-12;189;40
696;2013;20;2013-05-19;171;36
697;2013;21;2013-05-26;149;35
698;2013;22;2013-06-02;108;18
699;2013;23;2013-06-09;64;16
700;2013;24;2013-06-16;45;14
701;2013;25;2013-06-23;27;13
702;2013;26;2013-06-30;35;11
703;2013;27;2013-07-07;23;8
704;2013;28;2013-07-14;17;8
705;2013;29;2013-07-21;18;7
706;2013;30;2013-07-28;23;9
707;2013;31;2013-08-04;18;11
708;2013;32;2013-08-11;20;8
709;2013;33;2013-08-18;14;7
710;2013;34;2013-08-25;5;2
711;2013;35;2013-09-01;8;1
712;2013;36;2013-09-08;5;5
713;2013;37;2013-09-15;7;3
714;2013;38;2013-09-22;6;3
715;2013;39;2013-09-29;5;1
716;2013;40;2013-10-06;6;0
717;2013;41;2013-10-13;7;1
718;2013;42;2013-10-20;8;3
719;2013;43;2013-10-27;6;2
720;2013;44;2013-11-03;7;3
721;2013;45;2013-11-10;6;0
722;2013;46;2013-11-17;8;1
723;2013;47;2013-11-24;8;3
724;2013;48;2013-12-01;6;1
725;2013;49;2013-12-08;6;2
726;2013;50;2013-12-15;12;1
727;2013;51;2013-12-22;12;2
728;2013;52;2013-12-29;8;5
729;2014;1;2014-01-05;0;0
730;2014;2;2014-01-12;13;3
731;2014;3;2014-01-19;32;15
732;2014;4;2014-01-26;48;21
733;2014;5;2014-02-02;53;16
734;2014;6;2014-02-09;89;21
735;2014;7;2014-02-16;86;10
736;2014;8;2014-02-23;210;28
737;2014;9;2014-03-02;272;20
738;2014;10;2014-03-09;344;27
739;2014;11;2014-03-16;569;40
740;2014;12;2014-03-23;762;49
741;2014;13;2014-03-30;1230;70
742;2014;14;2014-04-06;1935;75
743;2014;15;2014-04-13;2330;60
744;2014;16;2014-04-20;3190;59
745;2014;17;2014-04-27;4516;81
746;2014;18;2014-05-04;3792;118
747;2014;19;2014-05-11;3366;96
748;2014;20;2014-05-18;2304;41
749;2014;21;2014-05-25;2393;46
750;2014;22;2014-06-01;1424;33
751;2014;23;2014-06-08;1054;16
752;2014;24;2014-06-15;544;15
753;2014;25;2014-06-22;399;9
754;2014;26;2014-06-29;383;16
755;2014;27;2014-07-06;278;11
756;2014;28;2014-07-13;172;9
757;2014;29;2014-07-20;117;9
758;2014;30;2014-07-27;82;7
759;2014;31;2014-08-03;73;6
760;2014;32;2014-08-10;48;6
761;2014;33;2014-08-17;26;6
762;2014;34;2014-08-24;23;3
763;2014;35;2014-08-31;18;3
764;2014;36;2014-09-07;14;0
765;2014;37;2014-09-14;19;1
766;2014;38;2014-09-21;20;2
767;2014;39;2014-09-28;19;3
768;2014;40;2014-10-05;18;3
769;2014;41;2014-10-12;13;1
770;2014;42;2014-10-19;7;1
771;2014;43;2014-10-26;15;2
