,WEEK_PRI,YEAR_PRI,1,2,3,4,NONE,TOTAL,OCURENCE_1,OCURENCE_2,OCURENCE_3,OCURENCE_4
30,2,2020,0.0,1.0,0.0,0.0,81.0,82.0,0,1,0,0
31,2,2021,0.0,0.0,0.0,0.0,15.0,15.0,0,0,0,0
32,2,2022,0.0,0.0,0.0,0.0,37.0,37.0,0,0,0,0
33,2,2023,1.0,0.0,0.0,0.0,109.0,110.0,1,0,0,0
874,3,2000,0.0,0.0,0.0,0.0,20.0,20.0,0,0,0,0
875,3,2001,0.0,0.0,0.0,0.0,20.0,20.0,0,0,0,0
876,3,2002,0.0,0.0,0.0,0.0,57.0,57.0,0,0,0,0
877,3,2003,0.0,0.0,0.0,0.0,42.0,42.0,0,0,0,0
878,3,2004,0.0,0.0,0.0,0.0,7.0,7.0,0,0,0,0
879,3,2005,0.0,0.0,0.0,0.0,5.0,5.0,0,0,0,0
880,3,2006,0.0,0.0,0.0,0.0,15.0,15.0,0,0,0,0
34,3,2007,0.0,0.0,0.0,0.0,14.0,14.0,0,0,0,0
35,3,2008,0.0,0.0,1.0,0.0,18.0,19.0,0,0,1,0
36,3,2009,0.0,0.0,0.0,0.0,16.0,16.0,0,0,0,0
37,3,2010,0.0,0.0,0.0,0.0,36.0,36.0,0,0,0,0
38,3,2011,1.0,0.0,0.0,0.0,55.0,56.0,1,0,0,0
39,3,2012,0.0,0.0,0.0,0.0,44.0,44.0,0,0,0,0
40,3,2013,0.0,0.0,0.0,0.0,76.0,76.0,0,0,0,0
41,3,2014,0.0,0.0,0.0,0.0,46.0,46.0,0,0,0,0
42,3,2015,0.0,0.0,0.0,0.0,320.0,320.0,0,0,0,0
43,3,2016,0.0,0.0,0.0,0.0,11.0,11.0,0,0,0,0
44,3,2017,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0,0
45,3,2018,0.0,0.0,0.0,0.0,26.0,26.0,0,0,0,0
46,3,2019,1.0,2.0,0.0,1.0,57.0,61.0,1,1,0,1
47,3,2020,0.0,0.0,0.0,0.0,73.0,73.0,0,0,0,0
48,3,2021,0.0,0.0,0.0,0.0,28.0,28.0,0,0,0,0
49,3,2022,0.0,0.0,0.0,0.0,58.0,58.0,0,0,0,0
50,3,2023,1.0,0.0,0.0,0.0,111.0,112.0,1,0,0,0
881,4,2000,0.0,0.0,0.0,0.0,16.0,16.0,0,0,0,0
882,4,2001,0.0,0.0,0.0,0.0,22.0,22.0,0,0,0,0
883,4,2002,0.0,0.0,0.0,0.0,84.0,84.0,0,0,0,0
884,4,2003,0.0,0.0,0.0,0.0,49.0,49.0,0,0,0,0
885,4,2004,0.0,0.0,0.0,0.0,5.0,5.0,0,0,0,0
886,4,2005,0.0,0.0,0.0,0.0,6.0,6.0,0,0,0,0
887,4,2006,0.0,0.0,0.0,0.0,10.0,10.0,0,0,0,0
51,4,2007,0.0,0.0,0.0,0.0,21.0,21.0,0,0,0,0
52,4,2008,0.0,0.0,0.0,0.0,29.0,29.0,0,0,0,0
53,4,2009,1.0,0.0,0.0,0.0,26.0,27.0,1,0,0,0
54,4,2010,0.0,0.0,0.0,0.0,59.0,59.0,0,0,0,0
55,4,2011,1.0,0.0,0.0,0.0,57.0,58.0,1,0,0,0
56,4,2012,0.0,0.0,0.0,0.0,40.0,40.0,0,0,0,0
57,4,2013,4.0,0.0,0.0,0.0,66.0,70.0,1,0,0,0
58,4,2014,0.0,0.0,0.0,0.0,51.0,51.0,0,0,0,0
59,4,2015,2.0,0.0,0.0,0.0,450.0,452.0,1,0,0,0
60,4,2016,0.0,0.0,0.0,0.0,7.0,7.0,0,0,0,0
61,4,2017,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0,0
62,4,2018,0.0,0.0,0.0,0.0,25.0,25.0,0,0,0,0
63,4,2019,1.0,1.0,0.0,0.0,77.0,79.0,1,1,0,0
64,4,2020,0.0,0.0,0.0,0.0,78.0,78.0,0,0,0,0
65,4,2021,0.0,0.0,0.0,0.0,45.0,45.0,0,0,0,0
66,4,2022,0.0,0.0,0.0,0.0,62.0,62.0,0,0,0,0
67,4,2023,1.0,1.0,0.0,0.0,130.0,132.0,1,1,0,0
888,5,2000,0.0,0.0,0.0,0.0,9.0,9.0,0,0,0,0
889,5,2001,0.0,0.0,0.0,0.0,25.0,25.0,0,0,0,0
890,5,2002,0.0,0.0,0.0,0.0,132.0,132.0,0,0,0,0
891,5,2003,0.0,0.0,0.0,0.0,66.0,66.0,0,0,0,0
892,5,2004,0.0,0.0,0.0,0.0,12.0,12.0,0,0,0,0
893,5,2005,0.0,0.0,0.0,0.0,5.0,5.0,0,0,0,0
894,5,2006,0.0,0.0,0.0,0.0,22.0,22.0,0,0,0,0
68,5,2007,0.0,0.0,0.0,0.0,30.0,30.0,0,0,0,0
69,5,2008,0.0,0.0,0.0,0.0,24.0,24.0,0,0,0,0
70,5,2009,0.0,0.0,0.0,0.0,25.0,25.0,0,0,0,0
71,5,2010,0.0,0.0,0.0,0.0,75.0,75.0,0,0,0,0
72,5,2011,0.0,0.0,0.0,0.0,105.0,105.0,0,0,0,0
73,5,2012,0.0,0.0,0.0,0.0,41.0,41.0,0,0,0,0
74,5,2013,0.0,0.0,0.0,0.0,92.0,92.0,0,0,0,0
75,5,2014,0.0,0.0,0.0,0.0,84.0,84.0,0,0,0,0
76,5,2015,0.0,0.0,0.0,0.0,872.0,872.0,0,0,0,0
77,5,2016,0.0,0.0,0.0,0.0,6.0,6.0,0,0,0,0
0,5,2017,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
78,5,2018,0.0,0.0,0.0,0.0,20.0,20.0,0,0,0,0
79,5,2019,0.0,5.0,0.0,0.0,92.0,97.0,0,1,0,0
80,5,2020,1.0,0.0,0.0,0.0,110.0,111.0,1,0,0,0
81,5,2021,1.0,0.0,0.0,0.0,66.0,67.0,1,0,0,0
82,5,2022,0.0,0.0,0.0,0.0,47.0,47.0,0,0,0,0
83,5,2023,5.0,0.0,0.0,0.0,162.0,167.0,1,0,0,0
895,6,2000,0.0,0.0,0.0,0.0,14.0,14.0,0,0,0,0
896,6,2001,0.0,0.0,0.0,0.0,15.0,15.0,0,0,0,0
897,6,2002,0.0,0.0,0.0,0.0,166.0,166.0,0,0,0,0
898,6,2003,0.0,0.0,0.0,0.0,67.0,67.0,0,0,0,0
899,6,2004,0.0,0.0,0.0,0.0,4.0,4.0,0,0,0,0
900,6,2005,0.0,0.0,0.0,0.0,7.0,7.0,0,0,0,0
901,6,2006,0.0,0.0,0.0,0.0,15.0,15.0,0,0,0,0
84,6,2007,0.0,0.0,0.0,0.0,24.0,24.0,0,0,0,0
85,6,2008,0.0,0.0,0.0,0.0,24.0,24.0,0,0,0,0
86,6,2009,0.0,0.0,0.0,0.0,13.0,13.0,0,0,0,0
87,6,2010,0.0,0.0,0.0,0.0,99.0,99.0,0,0,0,0
88,6,2011,0.0,0.0,0.0,0.0,107.0,107.0,0,0,0,0
89,6,2012,0.0,0.0,0.0,0.0,31.0,31.0,0,0,0,0
90,6,2013,1.0,0.0,0.0,1.0,62.0,64.0,1,0,0,1
91,6,2014,0.0,0.0,0.0,0.0,83.0,83.0,0,0,0,0
92,6,2015,2.0,0.0,0.0,0.0,1013.0,1015.0,1,0,0,0
93,6,2016,1.0,0.0,0.0,0.0,12.0,13.0,1,0,0,0
94,6,2017,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0,0
95,6,2018,0.0,0.0,0.0,0.0,19.0,19.0,0,0,0,0
96,6,2019,1.0,1.0,0.0,0.0,107.0,109.0,1,1,0,0
97,6,2020,1.0,0.0,0.0,0.0,119.0,120.0,1,0,0,0
98,6,2021,0.0,0.0,0.0,0.0,68.0,68.0,0,0,0,0
99,6,2022,0.0,0.0,0.0,0.0,64.0,64.0,0,0,0,0
100,6,2023,3.0,0.0,0.0,0.0,158.0,161.0,1,0,0,0
902,7,2000,0.0,0.0,0.0,0.0,3.0,3.0,0,0,0,0
903,7,2001,0.0,0.0,0.0,0.0,13.0,13.0,0,0,0,0
904,7,2002,0.0,0.0,0.0,0.0,194.0,194.0,0,0,0,0
905,7,2003,0.0,0.0,0.0,0.0,85.0,85.0,0,0,0,0
906,7,2004,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0,0
907,7,2005,0.0,0.0,0.0,0.0,7.0,7.0,0,0,0,0
908,7,2006,0.0,0.0,0.0,0.0,19.0,19.0,0,0,0,0
101,7,2007,0.0,0.0,1.0,0.0,26.0,27.0,0,0,1,0
102,7,2008,0.0,0.0,0.0,0.0,19.0,19.0,0,0,0,0
103,7,2009,0.0,0.0,0.0,0.0,15.0,15.0,0,0,0,0
104,7,2010,1.0,0.0,0.0,0.0,239.0,240.0,1,0,0,0
105,7,2011,0.0,0.0,0.0,0.0,130.0,130.0,0,0,0,0
106,7,2012,0.0,0.0,0.0,0.0,29.0,29.0,0,0,0,0
107,7,2013,0.0,0.0,0.0,0.0,74.0,74.0,0,0,0,0
108,7,2014,0.0,0.0,0.0,0.0,203.0,203.0,0,0,0,0
109,7,2015,0.0,0.0,0.0,0.0,1829.0,1829.0,0,0,0,0
110,7,2016,0.0,0.0,0.0,0.0,11.0,11.0,0,0,0,0
111,7,2017,0.0,0.0,0.0,0.0,3.0,3.0,0,0,0,0
112,7,2018,0.0,0.0,0.0,0.0,24.0,24.0,0,0,0,0
113,7,2019,2.0,1.0,0.0,0.0,136.0,139.0,1,1,0,0
114,7,2020,1.0,0.0,0.0,0.0,144.0,145.0,1,0,0,0
115,7,2021,1.0,0.0,0.0,0.0,106.0,107.0,1,0,0,0
116,7,2022,0.0,1.0,0.0,0.0,60.0,61.0,0,1,0,0
117,7,2023,4.0,0.0,0.0,0.0,185.0,189.0,1,0,0,0
909,8,2000,0.0,0.0,0.0,0.0,4.0,4.0,0,0,0,0
910,8,2001,0.0,0.0,0.0,0.0,9.0,9.0,0,0,0,0
911,8,2002,0.0,0.0,0.0,0.0,304.0,304.0,0,0,0,0
912,8,2003,0.0,0.0,0.0,0.0,112.0,112.0,0,0,0,0
913,8,2004,0.0,0.0,0.0,0.0,3.0,3.0,0,0,0,0
914,8,2005,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0
915,8,2006,0.0,0.0,0.0,0.0,24.0,24.0,0,0,0,0
118,8,2007,0.0,0.0,0.0,0.0,52.0,52.0,0,0,0,0
119,8,2008,0.0,0.0,0.0,0.0,25.0,25.0,0,0,0,0
120,8,2009,0.0,0.0,0.0,0.0,20.0,20.0,0,0,0,0
121,8,2010,4.0,0.0,0.0,0.0,353.0,357.0,1,0,0,0
122,8,2011,0.0,0.0,0.0,0.0,166.0,166.0,0,0,0,0
123,8,2012,0.0,0.0,0.0,0.0,41.0,41.0,0,0,0,0
124,8,2013,2.0,0.0,0.0,1.0,139.0,142.0,1,0,0,1
125,8,2014,1.0,0.0,0.0,1.0,251.0,253.0,1,0,0,1
126,8,2015,2.0,0.0,0.0,0.0,3046.0,3048.0,1,0,0,0
127,8,2016,0.0,0.0,0.0,0.0,10.0,10.0,0,0,0,0
128,8,2017,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0,0
129,8,2018,0.0,0.0,0.0,0.0,15.0,15.0,0,0,0,0
130,8,2019,0.0,3.0,0.0,0.0,192.0,195.0,0,1,0,0
131,8,2020,0.0,0.0,0.0,0.0,129.0,129.0,0,0,0,0
132,8,2021,1.0,1.0,0.0,0.0,100.0,102.0,1,1,0,0
133,8,2022,1.0,0.0,0.0,0.0,99.0,100.0,1,0,0,0
134,8,2023,1.0,0.0,0.0,0.0,224.0,225.0,1,0,0,0
916,9,2000,0.0,0.0,0.0,0.0,5.0,5.0,0,0,0,0
917,9,2001,0.0,0.0,0.0,0.0,7.0,7.0,0,0,0,0
918,9,2002,0.0,0.0,0.0,0.0,194.0,194.0,0,0,0,0
919,9,2003,0.0,0.0,0.0,0.0,99.0,99.0,0,0,0,0
920,9,2004,0.0,0.0,0.0,0.0,8.0,8.0,0,0,0,0
921,9,2005,0.0,0.0,0.0,0.0,10.0,10.0,0,0,0,0
922,9,2006,0.0,0.0,0.0,0.0,61.0,61.0,0,0,0,0
135,9,2007,1.0,0.0,0.0,0.0,81.0,82.0,1,0,0,0
136,9,2008,0.0,0.0,0.0,0.0,23.0,23.0,0,0,0,0
137,9,2009,0.0,0.0,0.0,0.0,26.0,26.0,0,0,0,0
138,9,2010,3.0,0.0,1.0,0.0,378.0,382.0,1,0,1,0
139,9,2011,1.0,0.0,0.0,0.0,213.0,214.0,1,0,0,0
140,9,2012,0.0,0.0,0.0,2.0,47.0,49.0,0,0,0,1
141,9,2013,0.0,0.0,0.0,1.0,201.0,202.0,0,0,0,1
142,9,2014,0.0,0.0,0.0,0.0,332.0,332.0,0,0,0,0
143,9,2015,2.0,0.0,0.0,0.0,4512.0,4514.0,1,0,0,0
144,9,2016,0.0,0.0,0.0,0.0,19.0,19.0,0,0,0,0
145,9,2017,0.0,0.0,0.0,0.0,3.0,3.0,0,0,0,0
146,9,2018,0.0,0.0,0.0,0.0,16.0,16.0,0,0,0,0
147,9,2019,3.0,2.0,0.0,0.0,240.0,245.0,1,1,0,0
148,9,2020,0.0,0.0,0.0,0.0,119.0,119.0,0,0,0,0
149,9,2021,3.0,0.0,0.0,0.0,139.0,142.0,1,0,0,0
150,9,2022,4.0,0.0,0.0,0.0,147.0,151.0,1,0,0,0
151,9,2023,9.0,3.0,0.0,0.0,291.0,303.0,1,1,0,0
923,10,2000,0.0,0.0,0.0,0.0,5.0,5.0,0,0,0,0
924,10,2001,0.0,0.0,0.0,0.0,35.0,35.0,0,0,0,0
925,10,2002,0.0,0.0,0.0,0.0,161.0,161.0,0,0,0,0
926,10,2003,0.0,0.0,0.0,0.0,139.0,139.0,0,0,0,0
927,10,2004,0.0,0.0,0.0,0.0,4.0,4.0,0,0,0,0
928,10,2005,0.0,0.0,0.0,0.0,7.0,7.0,0,0,0,0
929,10,2006,0.0,0.0,0.0,0.0,85.0,85.0,0,0,0,0
152,10,2007,1.0,0.0,2.0,0.0,99.0,102.0,1,0,1,0
153,10,2008,0.0,0.0,0.0,0.0,16.0,16.0,0,0,0,0
154,10,2009,0.0,1.0,0.0,0.0,38.0,39.0,0,1,0,0
155,10,2010,2.0,0.0,0.0,0.0,300.0,302.0,1,0,0,0
156,10,2011,0.0,0.0,0.0,0.0,173.0,173.0,0,0,0,0
157,10,2012,1.0,0.0,0.0,0.0,58.0,59.0,1,0,0,0
158,10,2013,1.0,0.0,0.0,1.0,213.0,215.0,1,0,0,1
159,10,2014,1.0,0.0,0.0,0.0,529.0,530.0,1,0,0,0
160,10,2015,6.0,1.0,0.0,0.0,6164.0,6171.0,1,1,0,0
161,10,2016,1.0,0.0,0.0,0.0,5.0,6.0,1,0,0,0
162,10,2017,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0
163,10,2018,0.0,0.0,0.0,0.0,18.0,18.0,0,0,0,0
164,10,2019,0.0,4.0,0.0,0.0,328.0,332.0,0,1,0,0
165,10,2020,0.0,2.0,0.0,0.0,145.0,147.0,0,1,0,0
166,10,2021,0.0,0.0,0.0,0.0,149.0,149.0,0,0,0,0
167,10,2022,3.0,0.0,0.0,0.0,258.0,261.0,1,0,0,0
168,10,2023,14.0,2.0,0.0,0.0,355.0,371.0,1,1,0,0
930,11,2000,0.0,0.0,0.0,0.0,6.0,6.0,0,0,0,0
931,11,2001,0.0,0.0,0.0,0.0,39.0,39.0,0,0,0,0
932,11,2002,0.0,0.0,0.0,0.0,139.0,139.0,0,0,0,0
933,11,2003,0.0,0.0,0.0,0.0,162.0,162.0,0,0,0,0
0,11,2004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
934,11,2005,0.0,0.0,0.0,0.0,10.0,10.0,0,0,0,0
935,11,2006,0.0,0.0,0.0,0.0,65.0,65.0,0,0,0,0
169,11,2007,0.0,0.0,0.0,0.0,146.0,146.0,0,0,0,0
170,11,2008,0.0,0.0,0.0,0.0,12.0,12.0,0,0,0,0
171,11,2009,0.0,0.0,0.0,0.0,38.0,38.0,0,0,0,0
172,11,2010,0.0,0.0,0.0,0.0,526.0,526.0,0,0,0,0
173,11,2011,0.0,0.0,0.0,0.0,261.0,261.0,0,0,0,0
174,11,2012,0.0,0.0,0.0,1.0,85.0,86.0,0,0,0,1
175,11,2013,3.0,0.0,0.0,4.0,296.0,303.0,1,0,0,1
176,11,2014,0.0,0.0,0.0,0.0,717.0,717.0,0,0,0,0
177,11,2015,3.0,0.0,0.0,1.0,7749.0,7753.0,1,0,0,1
178,11,2016,0.0,0.0,0.0,0.0,18.0,18.0,0,0,0,0
179,11,2017,0.0,0.0,0.0,0.0,3.0,3.0,0,0,0,0
180,11,2018,0.0,0.0,0.0,0.0,12.0,12.0,0,0,0,0
181,11,2019,2.0,5.0,0.0,0.0,477.0,484.0,1,1,0,0
182,11,2020,0.0,0.0,0.0,0.0,118.0,118.0,0,0,0,0
183,11,2021,1.0,1.0,0.0,0.0,246.0,248.0,1,1,0,0
184,11,2022,6.0,0.0,0.0,0.0,271.0,277.0,1,0,0,0
185,11,2023,6.0,3.0,0.0,0.0,456.0,465.0,1,1,0,0
936,12,2000,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0,0
937,12,2001,0.0,0.0,0.0,0.0,47.0,47.0,0,0,0,0
938,12,2002,0.0,0.0,0.0,0.0,141.0,141.0,0,0,0,0
939,12,2003,0.0,0.0,0.0,0.0,177.0,177.0,0,0,0,0
940,12,2004,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0,0
941,12,2005,0.0,0.0,0.0,0.0,5.0,5.0,0,0,0,0
942,12,2006,0.0,0.0,0.0,0.0,102.0,102.0,0,0,0,0
186,12,2007,0.0,0.0,1.0,0.0,227.0,228.0,0,0,1,0
187,12,2008,0.0,0.0,0.0,0.0,37.0,37.0,0,0,0,0
188,12,2009,0.0,0.0,0.0,0.0,43.0,43.0,0,0,0,0
189,12,2010,2.0,1.0,0.0,0.0,666.0,669.0,1,1,0,0
190,12,2011,3.0,0.0,0.0,0.0,326.0,329.0,1,0,0,0
191,12,2012,0.0,0.0,0.0,0.0,71.0,71.0,0,0,0,0
192,12,2013,1.0,0.0,0.0,1.0,360.0,362.0,1,0,0,1
193,12,2014,4.0,0.0,0.0,0.0,1181.0,1185.0,1,0,0,0
194,12,2015,4.0,0.0,0.0,0.0,2648.0,2652.0,1,0,0,0
195,12,2016,0.0,0.0,0.0,0.0,10.0,10.0,0,0,0,0
0,12,2017,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
196,12,2018,0.0,0.0,0.0,0.0,13.0,13.0,0,0,0,0
197,12,2019,1.0,6.0,0.0,0.0,586.0,593.0,1,1,0,0
198,12,2020,0.0,0.0,0.0,0.0,65.0,65.0,0,0,0,0
199,12,2021,1.0,2.0,0.0,0.0,346.0,349.0,1,1,0,0
200,12,2022,6.0,0.0,0.0,0.0,392.0,398.0,1,0,0,0
201,12,2023,17.0,0.0,0.0,0.0,610.0,627.0,1,0,0,0
943,13,2000,0.0,0.0,0.0,0.0,5.0,5.0,0,0,0,0
944,13,2001,0.0,0.0,0.0,0.0,51.0,51.0,0,0,0,0
945,13,2002,0.0,0.0,0.0,0.0,120.0,120.0,0,0,0,0
946,13,2003,0.0,0.0,0.0,0.0,127.0,127.0,0,0,0,0
947,13,2004,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0
948,13,2005,0.0,0.0,0.0,0.0,8.0,8.0,0,0,0,0
949,13,2006,0.0,0.0,0.0,0.0,117.0,117.0,0,0,0,0
202,13,2007,0.0,0.0,0.0,0.0,239.0,239.0,0,0,0,0
203,13,2008,0.0,0.0,1.0,1.0,40.0,42.0,0,0,1,1
204,13,2009,0.0,0.0,0.0,0.0,38.0,38.0,0,0,0,0
205,13,2010,4.0,0.0,0.0,0.0,767.0,771.0,1,0,0,0
206,13,2011,3.0,0.0,0.0,1.0,351.0,355.0,1,0,0,1
207,13,2012,0.0,0.0,0.0,0.0,95.0,95.0,0,0,0,0
208,13,2013,0.0,0.0,0.0,1.0,268.0,269.0,0,0,0,1
209,13,2014,6.0,0.0,0.0,0.0,1881.0,1887.0,1,0,0,0
210,13,2015,2.0,0.0,0.0,0.0,2478.0,2480.0,1,0,0,0
211,13,2016,1.0,0.0,0.0,0.0,13.0,14.0,1,0,0,0
0,13,2017,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
212,13,2018,1.0,0.0,0.0,0.0,21.0,22.0,1,0,0,0
213,13,2019,0.0,5.0,0.0,0.0,680.0,685.0,0,1,0,0
214,13,2020,0.0,0.0,0.0,0.0,96.0,96.0,0,0,0,0
215,13,2021,7.0,1.0,0.0,0.0,589.0,597.0,1,1,0,0
216,13,2022,12.0,0.0,0.0,0.0,515.0,527.0,1,0,0,0
217,13,2023,24.0,7.0,0.0,0.0,780.0,811.0,1,1,0,0
950,14,2000,0.0,0.0,0.0,0.0,3.0,3.0,0,0,0,0
951,14,2001,0.0,0.0,0.0,0.0,80.0,80.0,0,0,0,0
952,14,2002,0.0,0.0,0.0,0.0,211.0,211.0,0,0,0,0
953,14,2003,0.0,0.0,0.0,0.0,62.0,62.0,0,0,0,0
954,14,2004,0.0,0.0,0.0,0.0,3.0,3.0,0,0,0,0
955,14,2005,0.0,0.0,0.0,0.0,4.0,4.0,0,0,0,0
956,14,2006,0.0,0.0,0.0,0.0,108.0,108.0,0,0,0,0
218,14,2007,0.0,0.0,3.0,0.0,318.0,321.0,0,0,1,0
219,14,2008,0.0,0.0,0.0,1.0,51.0,52.0,0,0,0,1
220,14,2009,0.0,0.0,0.0,0.0,58.0,58.0,0,0,0,0
221,14,2010,4.0,0.0,0.0,0.0,920.0,924.0,1,0,0,0
222,14,2011,1.0,0.0,0.0,0.0,441.0,442.0,1,0,0,0
223,14,2012,0.0,0.0,0.0,0.0,101.0,101.0,0,0,0,0
224,14,2013,2.0,0.0,0.0,0.0,377.0,379.0,1,0,0,0
225,14,2014,3.0,0.0,0.0,0.0,2233.0,2236.0,1,0,0,0
226,14,2015,6.0,0.0,0.0,0.0,2858.0,2864.0,1,0,0,0
227,14,2016,0.0,0.0,0.0,0.0,11.0,11.0,0,0,0,0
228,14,2017,0.0,0.0,0.0,0.0,13.0,13.0,0,0,0,0
229,14,2018,0.0,0.0,0.0,0.0,17.0,17.0,0,0,0,0
230,14,2019,2.0,3.0,0.0,0.0,905.0,910.0,1,1,0,0
231,14,2020,0.0,0.0,0.0,0.0,72.0,72.0,0,0,0,0
232,14,2021,5.0,1.0,0.0,0.0,800.0,806.0,1,1,0,0
233,14,2022,7.0,1.0,0.0,0.0,698.0,706.0,1,1,0,0
234,14,2023,26.0,3.0,0.0,0.0,851.0,880.0,1,1,0,0
957,15,2000,0.0,0.0,0.0,0.0,7.0,7.0,0,0,0,0
958,15,2001,0.0,0.0,0.0,0.0,50.0,50.0,0,0,0,0
959,15,2002,0.0,0.0,0.0,0.0,149.0,149.0,0,0,0,0
960,15,2003,0.0,0.0,0.0,0.0,63.0,63.0,0,0,0,0
961,15,2004,0.0,0.0,0.0,0.0,4.0,4.0,0,0,0,0
962,15,2005,0.0,0.0,0.0,0.0,16.0,16.0,0,0,0,0
963,15,2006,0.0,0.0,0.0,0.0,107.0,107.0,0,0,0,0
235,15,2007,1.0,0.0,1.0,1.0,350.0,353.0,1,0,1,1
236,15,2008,0.0,0.0,0.0,0.0,39.0,39.0,0,0,0,0
237,15,2009,0.0,0.0,0.0,0.0,51.0,51.0,0,0,0,0
238,15,2010,0.0,0.0,0.0,0.0,528.0,528.0,0,0,0,0
239,15,2011,2.0,0.0,0.0,1.0,448.0,451.0,1,0,0,1
240,15,2012,2.0,0.0,0.0,0.0,132.0,134.0,1,0,0,0
241,15,2013,2.0,0.0,0.0,3.0,414.0,419.0,1,0,0,1
242,15,2014,6.0,0.0,0.0,1.0,3058.0,3065.0,1,0,0,1
243,15,2015,1.0,0.0,0.0,0.0,2607.0,2608.0,1,0,0,0
244,15,2016,1.0,0.0,0.0,0.0,13.0,14.0,1,0,0,0
245,15,2017,0.0,0.0,0.0,0.0,22.0,22.0,0,0,0,0
